scheme_code,scheme_name,Risk
144031, HDFC FMP 1099D June 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144032, HDFC FMP 1099D June 2018 (1) - IDCW Option,Low to Moderate
144033, HDFC FMP 1099D June 2018 (1) - Growth Option,Low to Moderate
144034, HDFC FMP 1099D June 2018 (1) - Quarterly IDCW Option,Low to Moderate
144039, L&T FMP Series XVII - Plan B - Direct Plan - IDCW ,Low to Moderate
144040, L&T FMP Series XVII - Plan B - Direct Plan - Growth Option,Low to Moderate
144041, L&T FMP Series XVII - Plan B - Regular Plan - IDCW ,Low to Moderate
144042, L&T FMP Series XVII - Plan B - Regular Plan - Growth Option,Low to Moderate
144043, Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Half Yearly IDCW,Low to Moderate
144045, Axis Fixed Term Plan Series 95 (1185 Days) - Direct Plan - Quarterly IDCW,Low to Moderate
144046, Axis Fixed Term Plan Series 95 (1185 Days) - Regular Plan - Quarterly IDCW,Low to Moderate
144061, Kotak FMP Series 233 - Regular Plan - Growth Option,Low to Moderate
144063, Kotak FMP Series 233 - Direct Plan - Growth Option,Low to Moderate
144064, Kotak FMP Series 233 - Direct Plan - Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144065, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Direct Plan Cumulative Option,Low to Moderate
144072, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan O - Cumulative Option,Low to Moderate
144075, ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Half Yearly IDCW Option,Low to Moderate
144077, ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Cumulative Option,Low to Moderate
144078, ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Cumulative Option,Low to Moderate
144079, ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Quarterly IDCW Option,Low to Moderate
144080, ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Quarterly IDCW Option,Low to Moderate
144081, Nippon India Fixed Horizon Fund XXXVIII- Series 5- Growth Option,Low to Moderate
144082, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 05 - IDCW Option,Low to Moderate
144083, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 05 - DIRECT Plan - IDCW Option,Low to Moderate
144084, Nippon India Fixed Horizon Fund XXXVIII- Series 5- Direct Plan - Growth Option,Low to Moderate
144095, UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Quarterly IDCW,Low to Moderate
144096, UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Direct Plan - Growth Option,Low to Moderate
144097, UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Maturity IDCW,Low to Moderate
144098, UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Regular Plan - Growth Option,Low to Moderate
144099, UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Maturity IDCW,Low to Moderate
144100, UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Flexi IDCW,Low to Moderate
144102, UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Annual IDCW,Low to Moderate
144103, UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Annual IDCW,Low to Moderate
144104, UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Quarterly IDCW,Low to Moderate
144105, HDFC FMP 1122D July 2018 (1) - IDCW Option - Direct Plan,Low to Moderate
144106, HDFC FMP 1122D July 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144107, HDFC FMP 1122D July 2018 (1) - Quarterly IDCW Option,Low to Moderate
144108, HDFC FMP 1122D July 2018 (1) - IDCW Option,Low to Moderate
144109, HDFC FMP 1122D July 2018 (1) - Growth Option,Low to Moderate
144110, HDFC FMP 1122D July 2018 (1) - Growth Option - Direct Plan,Low to Moderate
144111, SBI Dual Advantage Fund - Series XXIX - Regular Plan - Growth,Low to Moderate
144112, SBI Dual Advantage Fund - Series XXIX - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
144113, SBI Dual Advantage Fund - Series XXIX - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
144114, SBI Dual Advantage Fund - Series XXIX - Direct Plan - Growth,Low to Moderate
144115, HSBC Fixed Term Series 135 - Growth Option,Low to Moderate
144116, HSBC FTS 135 - IDCW - Tenure 1117 Days - Maturity,Low to Moderate
144117, HSBC Fixed Term Series 135 - Direct Plan Growth Option,Low to Moderate
144118, HSBC FTS 135 - IDCW Direct Plan - Tenure 1117 Days - Maturity,Low to Moderate
144141, IDFC Fixed Term Plan Series 156 Regular Plan-Growth (1103 days),Low to Moderate
144142, IDFC Fixed Term Plan Series 156 Regular Plan-Quarterly-IDCW (1103 days),Low to Moderate
144144, IDFC Fixed Term Plan Series 156 Direct Plan -Growth (1103 days),Low to Moderate
144148, IDFC Fixed Term Plan Series 156 Regular Plan-Periodic-IDCW (1103 days) ,Low to Moderate
144149, IDFC Equity Opportunity - Series 6 (1194 DAYS)-Regular Plan IDCW,Low to Moderate
144150, IDFC Equity Opportunity - Series 6 (1194 DAYS)-Direct Plan Growth,Low to Moderate
144151, IDFC Equity Opportunity - Series 6 (1194 DAYS)-Direct Plan IDCW,Low to Moderate
144152, IDFC Equity Opportunity - Series 6 (1194 DAYS)-Regular Plan Growth,Low to Moderate
144159, Nippon India Fixed Horizon Fund XXXVIII- Series 6- Direct Plan -Growth Option,Low to Moderate
144160, Nippon India Fixed Horizon Fund XXXVIII- Series 6- Growth Option,Low to Moderate
144161, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 06 - DIRECT Plan - IDCW Option,Low to Moderate
144162, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 06 - IDCW Option,Low to Moderate
144163, ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q - Cumulative Option,Low to Moderate
144164, ICICI Prudential Fixed Maturity Plan - Series 83 - 1107 Days Plan Q - Direct Plan Cumulative Option,Low to Moderate
144171, IDFC ULTRA SHORT TERM FUND - REGULAR PLAN GROWTH,Low to Moderate
144172, IDFC ULTRA SHORT TERM FUND - REGULAR PLAN DAILY IDCW,Low to Moderate
144173, IDFC ULTRA SHORT TERM FUND - DIRECT PLAN GROWTH,Low to Moderate
144174, IDFC ULTRA SHORT TERM FUND - DIRECT PLAN-DAILY IDCW,Low to Moderate
144189, IDFC ULTRA SHORT TERM FUND - REGULAR PLAN WEEKLY IDCW,Low to Moderate
144190, IDFC ULTRA SHORT TERM FUND - REGULAR PLAN QUARTERLY IDCW,Low to Moderate
144191, IDFC ULTRA SHORT TERM FUND - DIRECT PLAN- WEEKLY IDCW,Low to Moderate
144192, IDFC ULTRA SHORT TERM FUND - DIRECT PLAN QUARTERLY IDCW,Low to Moderate
144193, IDFC ULTRA SHORT TERM FUND - REGULAR PLAN PERIODIC IDCW,Low to Moderate
144194, IDFC ULTRA SHORT TERM FUND - REGULAR PLAN MONTHLY IDCW,Low to Moderate
144195, IDFC ULTRA SHORT TERM FUND - DIRECT PLAN -MONTHLY IDCW,Low to Moderate
144196, IDFC ULTRA SHORT TERM FUND - DIRECT PLAN PERIODIC IDCW,Low to Moderate
144197, Sundaram Multi Cap Fund Series II Regular Plan - Growth,Low to Moderate
144198, Sundaram Multi Cap Fund Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
144199, Sundaram Multi Cap Fund Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
144200, Sundaram Multi Cap Fund Series II Direct Plan - Growth,Low to Moderate
144201, UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Direct Plan - Growth Option,Low to Moderate
144202, UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Direct Plan - Quarterly IDCW,Low to Moderate
144206, UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Regular Plan - Growth Option,Low to Moderate
144209, UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Regular Plan - Maturity IDCW,Low to Moderate
144211, TATA Value Fund - Series2 Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144212, Tata Value Fund Series 2 -Regular Plan-Growth,Low to Moderate
144213, Tata Value Fund Series 2 -Direct Plan-Growth,Low to Moderate
144214, TATA Value Fund - Series2 Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144227, UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Direct Plan - Growth Option,Low to Moderate
144231, UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option,Low to Moderate
144247, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 07 - IDCW Option,Low to Moderate
144248, Nippon India Fixed Horizon Fund XXXVIII- Series 7- Direct Plan- Growth Option,Low to Moderate
144249, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 07 - DIRECT Plan - IDCW Option,Low to Moderate
144250, Nippon India Fixed Horizon Fund XXXVIII- Series 7- Growth Option,Low to Moderate
144251, Reliance Fixed Horizon Fund XXXVIII- Series 8- Dividend Plan,Low to Moderate
144252, Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Growth Option,Low to Moderate
144253, Reliance Fixed Horizon Fund XXXVIII- Series 8- Direct Plan- Dividend Plan,Low to Moderate
144254, Reliance Fixed Horizon Fund XXXVIII- Series 8- Growth Option,Low to Moderate
144265, Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days -QTR - IDCW ,Low to Moderate
144266, Franklin India Fixed Maturity Plans- Series 4 - Plan B (1098 days)- Quarterly Dividend- Direct,Low to Moderate
144267, Franklin India Fixed Maturity Plans - Series 4- Plan B (1098 days)- Growth,Low to Moderate
144268, Franklin India Fixed Maturity Plans - Series 4 - Plan B (1098 days)- Growth - Direct,Low to Moderate
144269, Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - IDCW ,Low to Moderate
144270, Franklin India Fixed Maturity Plans-Series 4 - Plan B 1098 days - Direct - IDCW ,Low to Moderate
144271, IDFC Fixed Term Plan Series 159 REGULAR PLAN-GROWTH (1098 days),Low to Moderate
144273, IDFC Fixed Term Plan Series 159 REGULAR PLAN-HALF YEARLY IDCW (1098 days),Low to Moderate
144274, IDFC Fixed Term Plan Series 159 REGULAR PLAN-PERIODIC IDCW (1098 days),Low to Moderate
144275, IDFC Fixed Term Plan Series 159 DIRECT PLAN-GROWTH (1098 days),Low to Moderate
144279, Kotak FMP Series 234 - Direct Plan - Growth Option,Low to Moderate
144281, Kotak FMP Series 234 - Regular Plan - Growth Option,Low to Moderate
144282, Kotak FMP Series 234 -Regular Plan-Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144283, Kotak FMP Series 235 - Direct Plan - Growth option,Low to Moderate
144284, Kotak FMP Series 235 - Regular Plan - Growth Option,Low to Moderate
144286, Kotak FMP Series 235 - Regular Plan - Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144287, Tata Fixed Maturity Plan Series 55 Scheme D-Direct Plan -Growth,Low to Moderate
144288, TATA Fixed Maturity Plan Series 55 Sch D- Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144289, Tata Fixed Maturity Plan Series 55 Scheme D-Regular Plan-Growth,Low to Moderate
144290, TATA Fixed Maturity Plan Series 55 Sch D- Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144291, TATA Fixed Maturity Plan Series 55 Sch E- Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144292, Tata Fixed Maturity Plan Series 55 Scheme E -Regular Plan-Growth,Low to Moderate
144293, Tata Fixed Maturity Plan Series 55 Scheme E-Direct Plan-Growth,Low to Moderate
144294, TATA Fixed Maturity Plan Series 55 Sch E- Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144301, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Cumulative Option,Low to Moderate
144302, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Direct Plan Cumulative Option,Low to Moderate
144308, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan R - Quarterly IDCW Option,Low to Moderate
144309, BOI AXA Midcap Tax Fund Series 2 Direct Plan IDCW,Low to Moderate
144310, Union Equity Savings Fund - Regular Plan - Growth Option,Low to Moderate
144311, Union Equity Savings Fund - Regular Plan - IDCW Option,Low to Moderate
144312, Union Equity Savings Fund - Direct Plan - Growth Option,Low to Moderate
144313, Union Equity Savings Fund - Direct Plan - IDCW Option,Low to Moderate
144314, BOI AXA Midcap Tax Fund Series 2 Regular Plan Growth,Low to Moderate
144315, BOI AXA Midcap Tax Fund Series 2 Direct Plan Growth,Low to Moderate
144316, BOI AXA Midcap Tax Fund Series 2 Regular Plan IDCW,Low to Moderate
144330, Invesco India Fixed Maturity Plan - Series 32 - Plan C - Regular - Growth,Low to Moderate
144331, Invesco India Fixed Maturity Plan - Series 32 - Plan C - Regular - IDCW (Payout),Low to Moderate
144332, Invesco India Fixed Maturity Plan - Series 32 - Plan C - Direct - Growth,Low to Moderate
144333, Kotak Balanced Advantage Fund -Regular Plan - Growth Option,Low to Moderate
144334, Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,Low to Moderate
144335, Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,Low to Moderate
144336, Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,Low to Moderate
144337, UTI Corporate Bond Fund - Regular Plan - Annual IDCW,Low to Moderate
144338, UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,Low to Moderate
144339, UTI Corporate Bond Fund - Direct Plan - Growth Option,Low to Moderate
144340, UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,Low to Moderate
144341, UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,Low to Moderate
144342, UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,Low to Moderate
144343, UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,Low to Moderate
144344, UTI Corporate Bond Fund - Direct Plan - Annual IDCW,Low to Moderate
144345, UTI Corporate Bond Fund - Regular Plan - Growth Option,Low to Moderate
144346, UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,Low to Moderate
144351, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 10 - IDCW Option,Low to Moderate
144352, Nippon India Fixed Horizon Fund XXXVIII- Series 10- Direct Plan- Growth Option,Low to Moderate
144353, Nippon India Fixed Horizon Fund XXXVIII- Series 10- Growth Option,Low to Moderate
144354, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 10 - DIRECT Plan - IDCW Option,Low to Moderate
144355, HDFC FMP 1133D JULY 2018 (1) - IDCW Option - Direct Plan,Low to Moderate
144356, HDFC FMP 1133D JULY 2018 (1) - Growth Option - Direct Plan,Low to Moderate
144357, HDFC FMP 1133D JULY 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144358, HDFC FMP 1133D JULY 2018 (1) - Quarterly IDCW Option,Low to Moderate
144359, HDFC FMP 1133D JULY 2018 (1) - IDCW Option,Low to Moderate
144360, HDFC FMP 1133D JULY 2018 (1) - Growth Option,Low to Moderate
144365, SBI Debt Fund Series C - 21 (1100 Days) - Regular Plan - Growth,Low to Moderate
144366, SBI Debt Fund Series C - 21 (1100 Days) - Direct Plan - Growth,Low to Moderate
144367, SBI Debt Fund Series - C - 21 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
144368, SBI Debt Fund Series - C - 21 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
144369, PGIM India Fixed Duration Fund - Series BC - Direct Plan - Growth Option,Low to Moderate
144371, PGIM India Fixed Duration Fund - Series BC - Direct Plan - Standard Dividend Option,Low to Moderate
144372, PGIM India Fixed Duration Fund - Series BC - Regular Plan - Standard Dividend Option,Low to Moderate
144373, PGIM India Fixed Duration Fund - Series BC - Regular Plan - Quarterly Dividend Option,Low to Moderate
144374, PGIM India Fixed Duration Fund - Series BC - Regular Plan - Growth Option,Low to Moderate
144376, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Cumulative Option,Low to Moderate
144377, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Quarterly IDCW Option,Low to Moderate
144378, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Direct Plan Quarterly IDCW Option,Low to Moderate
144379, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Half Yearly IDCW Option,Low to Moderate
144380, ICICI Prudential Fixed Maturity Plan - Series 83 - 1100 Days Plan S - Cumulative Option,Low to Moderate
144387, ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Cumulative Option,Low to Moderate
144388, ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Direct Plan Cumulative Option,Low to Moderate
144389, ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Quarterly IDCW Option,Low to Moderate
144393, Axis Equity Hybrid Fund - Regular Plan - Growth Option,Low to Moderate
144394, Axis Equity Hybrid Fund - Direct Plan - Growth Option,Low to Moderate
144395, Axis Equity Hybrid Fund - Direct Plan - Regular IDCW,Low to Moderate
144396, Axis Equity Hybrid Fund - Regular Plan - Regular IDCW,Low to Moderate
144397, Axis Equity Hybrid Fund - Direct Plan - Monthly IDCW,Low to Moderate
144398, Axis Equity Hybrid Fund - Direct Plan - Quarterly IDCW,Low to Moderate
144399, Axis Equity Hybrid Fund - Regular Plan - Monthly IDCW,Low to Moderate
144400, Axis Equity Hybrid Fund - Regular Plan - Quarterly IDCW,Low to Moderate
144401, Mahindra Manulife Dynamic Bond Yojana - Regular Plan - Growth,Low to Moderate
144402, Mahindra Manulife Dynamic Bond Yojana - Regular Plan - Quarterly IDCW,Low to Moderate
144403, Mahindra Manulife Dynamic Bond Yojana - Direct Plan - Growth,Low to Moderate
144404, Mahindra Manulife Dynamic Bond Yojana - Direct Plan - Quarterly IDCW,Low to Moderate
144405, Mahindra Manulife Dynamic Bond Yojana - Regular Plan - IDCW,Low to Moderate
144406, Mahindra Manulife Dynamic Bond Yojana - Direct Plan - IDCW,Low to Moderate
144435, Sundaram Emerging Small Cap Series V Regular Plan - Growth,Low to Moderate
144436, Sundaram Emerging Small Cap Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
144437, Sundaram Emerging Small Cap Series V Direct Plan - Growth,Low to Moderate
144438, Sundaram Emerging Small Cap Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Low to Moderate
144445, ICICI Prudential Bharat Consumption Fund - Series 4 - Cumulative Option,Low to Moderate
144446, ICICI Prudential Bharat Consumption Fund - Series 4 - IDCW Option,Low to Moderate
144447, ICICI Prudential Bharat Consumption Fund - Series 4 - Direct Plan - IDCW Option,Low to Moderate
144448, ICICI Prudential Bharat Consumption Fund - Series 4 - Direct Plan - Cumulative Option,Low to Moderate
144452, IDBI Long Term Value Fund-Direct Plan-IDCW,Low to Moderate
144453, IDBI Long Term Value Fund-Regular Plan-Growth,Low to Moderate
144454, IDBI Long Term Value Fund-Regular Plan-IDCW,Low to Moderate
144455, IDBI Long Term Value Fund-Direct Plan- Growth,Low to Moderate
144457, Kotak FMP Series 237 - Regular Plan -Payout of Income Distribution cum capital withdrawal Option,Low to Moderate
144459, Kotak FMP Series 237 - Direct Plan-Growth Option,Low to Moderate
144460, Kotak FMP Series 237- Regular Plan -Growth Option,Low to Moderate
144461, Franklin India Equity Savings Fund- Growth,Low to Moderate
144462, Franklin India Equity Savings Fund - Direct - IDCW ,Low to Moderate
144463, Franklin India Equity Savings Fund - Quarterly - IDCW,Low to Moderate
144464, Franklin India Equity Savings Fund - Monthly - IDCW,Low to Moderate
144465, Franklin India Equity Savings Fund - Direct - Monthly - IDCW,Low to Moderate
144466, Franklin India Equity Savings Fund- Growth Direct,Low to Moderate
144467, Franklin India Equity Savings Fund - Direct - Quarterly - IDCW,Low to Moderate
144468, Franklin India Equity Savings Fund - IDCW ,Low to Moderate
144475, UTI Liquid Cash Plan - Regular Plan - Half-Yearly IDCW,Low to Moderate
144480, Nippon India Fixed Horizon Fund XXXVIII- Series 11- Growth Option,Low to Moderate
144481, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 11 - IDCW Option,Low to Moderate
144482, Nippon India Fixed Horizon Fund XXXVIII- Series 11- Direct Plan- Growth Option,Low to Moderate
144483, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 11 - DIRECT Plan - IDCW Option,Low to Moderate
144484, UTI Equity Savings Fund - Regular Plan - Growth Option,Low to Moderate
144485, UTI Equity Savings Fund - Regular Plan - IDCW,Low to Moderate
144486, UTI Equity Savings Fund - Regular Plan - Monthly IDCW,Low to Moderate
144487, UTI Equity Savings Fund - Regular Plan - Quarterly IDCW,Low to Moderate
144488, UTI Equity Savings Fund - Direct Plan - Quarterly IDCW,Low to Moderate
144489, UTI Equity Savings Fund - Direct Plan - Monthly IDCW,Low to Moderate
144490, UTI Equity Savings Fund - Direct Plan - Growth Option,Low to Moderate
144491, UTI Equity Savings Fund - Direct Plan - IDCW,Low to Moderate
144492, SBI Debt Fund Series C - 22 (1100 Days) - Regular Plan - Growth,Low to Moderate
144493, SBI Debt Fund Series - C - 22 (1100 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
144494, SBI Debt Fund Series C - 22 (1100 Days) - Direct Plan - Growth,Low to Moderate
144495, SBI Debt Fund Series - C - 22 (1100 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),Low to Moderate
144496, Aditya Birla Sun Life Fixed Term Plan - Series QT (1100 days) - Regular Plan-Growth,Low to Moderate
144497, Aditya Birla Sun Life Fixed Term Plan - Series QT (1100 days) -Regular -Normal IDCW,Low to Moderate
144500, Aditya Birla Sun Life Fixed Term Plan - Series QT (1100 days) - Direct Plan-Growth,Low to Moderate
144501, Aditya Birla Sun Life Fixed Term Plan - Series QT (1100 days) -Direct - Normal IDCW,Low to Moderate
144502, HDFC FMP 1141D August 2018 (1) - IDCW Option - Direct Plan,Low to Moderate
144503, HDFC FMP 1141D August 2018 (1) - Growth Option - Direct Plan,Low to Moderate
144504, HDFC FMP 1141D August 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144505, HDFC FMP 1141D August 2018 (1) - IDCW Option,Low to Moderate
144506, HDFC FMP 1141D August 2018 (1) - Growth Option,Low to Moderate
144507, HDFC FMP 1141D August 2018 (1) - Quarterly IDCW Option,Low to Moderate
144508, Aditya Birla Sun Life Fixed Term Plan - Series QU (1100 days) - Regular Plan-Growth,Low to Moderate
144509, Aditya Birla Sun Life Fixed Term Plan - Series QU (1100 days) -Regular -Normal IDCW,Low to Moderate
144510, Aditya Birla Sun Life Fixed Term Plan - Series QU (1100 days) - Direct Plan-Growth,Low to Moderate
144511, Aditya Birla Sun Life Fixed Term Plan - Series QU (1100 days) -Direct - Normal IDCW,Low to Moderate
144512, Aditya Birla Sun Life Fixed Term Plan - Series QU (1100 days) -Direct - Quarterly IDCW,Low to Moderate
144513, Aditya Birla Sun Life Fixed Term Plan - Series QU (1100 days) -Regular -Quarterly IDCW,Low to Moderate
144516, DSP FMP Series - 241 - 36M - Regular Plan - Growth,Low to Moderate
144517, DSP FMP Series - 241 - 36M - Direct Plan - IDCW - Quarterly Payout,Low to Moderate
144518, DSP FMP Series - 241 - 36M - Regular Plan - IDCW - Payout,Low to Moderate
144519, DSP FMP Series - 241 - 36M - Regular Plan - IDCW - Quarterly Payout,Low to Moderate
144520, DSP FMP Series - 241 - 36M - Direct Plan - Growth,Low to Moderate
144521, HDFC FMP 1105D August 2018 (1) - IDCW Option - Direct Plan,Low to Moderate
144522, HDFC FMP 1105D August 2018 (1) - Quarterly IDCW Option - Direct Plan,Low to Moderate
144523, HDFC FMP 1105D August 2018 (1) - IDCW Option,Low to Moderate
144524, HDFC FMP 1105D August 2018 (1) - Growth Option,Low to Moderate
144525, HDFC FMP 1105D August 2018 (1) - Growth Option - Direct Plan,Low to Moderate
144526, HDFC FMP 1105D August 2018 (1) - Quarterly IDCW Option,Low to Moderate
144527, Nippon India Fixed Horizon Fund XXXVIII- Series 12- Growth Option,Low to Moderate
144528, Nippon India Fixed Horizon Fund XXXVIII- Series 12- Direct Plan- Growth Option,Low to Moderate
144529, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 12 - DIRECT Plan - IDCW Option,Low to Moderate
144530, NIPPON INDIA FIXED HORIZON FUND - XXXVIII - SERIES 12 - IDCW Option,Low to Moderate
144531, IDFC Fixed Term Plan Series 160 REGULAR PLAN-QUARTERLY IDCW (1105 days),Low to Moderate
144534, IDFC Fixed Term Plan Series 160 DIRECT PLAN-GROWTH (1105 days),Low to Moderate
144535, IDFC Fixed Term Plan Series 160 DIRECT PLAN-PERIODIC IDCW (1105 days),Low to Moderate
144537, IDFC Fixed Term Plan Series 160 REGULAR PLAN-GROWTH (1105 days),Low to Moderate
144539, Tata Fixed Maturity Plan Series 55 Scheme F -Regular Plan-Growth,Low to Moderate
144540, TATA Fixed Maturity Plan Series 55 Sch F Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144541, TATA Fixed Maturity Plan Series 55 Sch F Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144542, Tata Fixed Maturity Plan Series 55 Scheme F-Direct Plan-Growth,Low to Moderate
144543, TATA Flexi Cap Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option,Low to Moderate
144544, TATA Flexi Cap Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144545, TATA Flexi Cap Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,Low to Moderate
144546, Tata Flexi Cap Fund-Direct Plan-Growth,Low to Moderate
144547, TATA Flexi Cap Fund - Direct Plan - Payout of Income Distribution cum capital withdrawal option ,Low to Moderate
144548, Tata Flexi Cap Fund -Regular Plan-Growth,Low to Moderate
144549, Aditya Birla Sun Life Fixed Term Plan - Series QV (1100 days) - Regular Plan-Growth,Low to Moderate
144550, Aditya Birla Sun Life Fixed Term Plan - Series QV (1100 days) -Regular -Normal IDCW,Low to Moderate
144551, Aditya Birla Sun Life Fixed Term Plan - Series QV (1100 days) -Regular -Quarterly IDCW,Low to Moderate
144552, Aditya Birla Sun Life Fixed Term Plan - Series QV (1100 days) - Direct Plan-Growth,Low to Moderate
144553, Aditya Birla Sun Life Fixed Term Plan - Series QV (1100 days) -Direct - Normal IDCW,Low to Moderate
144554, Aditya Birla Sun Life Fixed Term Plan - Series QV (1100 days) -Direct - Quarterly IDCW,Low to Moderate
144555, HSBC Fixed Term Series 136 - Growth Option,Low to Moderate
144556, HSBC Fixed Term Series 136 - Direct Plan Growth Option,Low to Moderate
144557, HSBC FTS 136 - IDCW - Tenure 1145 Days - Maturity,Low to Moderate
144558, HSBC FTS 136 - IDCW Direct Plan - Tenure 1145 Days - Maturity,Low to Moderate
144559, HDFC FMP 1113D August 2018 (1) - IDCW Option - Direct Plan,Low to Moderate
144560, HDFC FMP 1113D August 2018 (1) - Growth Option - Direct Plan,Low to Moderate
