scheme_code,scheme_name,Risk,nav,scheme_category,nfund_houseav,scheme_type,fund_house
138310, PGIM India Large Cap Fund Wealth Plan - Growth Option,nan,24.33000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138311, PGIM India Large Cap Fund - BONUS OPTION,nan,15.73000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138312, PGIM India Large Cap Fund - Direct Plan - Growth,nan,120.55000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,PGIM India Mutual Fund
138313, PGIM India Large Cap Fund - Direct Plan - Dividend,nan,18.24000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,PGIM India Mutual Fund
138314, PGIM India Large Cap Fund - Direct Plan - Bonus,nan,16.06000,Equity Scheme - Large Cap Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138315, PGIM India Premier Bond Fund - Quarterly Dividend,nan,11.91580,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138316, PGIM India Premier Bond Fund - Monthly Dividend,nan,13.34910,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138317, PGIM India Premier Bond Fund - Annual Dividend,nan,10.81960,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138318, PGIM India Premier Bond Fund - Growth,nan,23.87820,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138323, PGIM India Premier Bond Fund - Premium Plus Plan - Growth,nan,14.10770,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138324, PGIM India Premier Bond Fund - Bonus,nan,14.58920,54EB Growth,,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,DHFL Pramerica Mutual Fund
138329, PGIM India Premier Bond Fund - Direct Plan - Annual Dividend,nan,11.64090,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138330, PGIM India Premier Bond Fund - Direct Plan - Growth,nan,24.59000,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138331, PGIM India Premier Bond Fund - Direct Plan - Monthly Dividend,nan,15.47960,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138332, PGIM India Premier Bond Fund - Direct Plan - Quarterly Dividend,nan,12.78330,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,PGIM India Mutual Fund
138333, PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,nan,12.61040,54EB Growth,,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,DHFL Pramerica Mutual Fund
138334, PGIM India Premier Bond Fund - Half-Yearly Bonus,nan,11.15340,Debt Scheme - Corporate Bond Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138336, PGIM India Premier Bond Fund - Annual Bonus,nan,23.88130,54EB Growth,,103182;-;-;Aditya Birla Sun Life Income Fund-Plan G,DHFL Pramerica Mutual Fund
138337, PGIM India Ultra Short Term Fund - Regular Plan - Growth,nan,23.61140,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138338, PGIM India Ultra Short Term Fund - Regular Plan - Daily Dividend,nan,10.02150,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138339, PGIM India Ultra Short Term Fund - Regular Plan - Weekly Dividend,nan,10.51130,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138340, PGIM India Ultra Short Term Fund - Regular Plan - Monthly Dividend,nan,10.45550,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138341, PGIM India Ultra Short Term Fund - Weekly Dividend,nan,10.09030,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138342, PGIM India Ultra Short Term Fund - Daily Dividend,nan,10.02030,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138343, PGIM India Ultra Short Term Fund - Growth,nan,18.11700,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138344, PGIM India Ultra Short Term Fund - Monthly Dividend,nan,10.64210,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138345, PGIM India Ultra Short Term Fund - Bonus,nan,13.60160,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138346, PGIM India Ultra Short Term Fund - Regular Plan - Bonus,nan,14.22190,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138349, PGIM India Ultra Short Term Fund - Dividend,nan,12.44620,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138353, PGIM India Ultra Short Term Fund - Quarterly Dividend,nan,11.16650,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138354, PGIM India Ultra Short Term Fund - Annual Dividend,nan,13.71460,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138357, PGIM India Ultra Short Term Fund - Direct Plan - Dividend,nan,13.78690,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138358, PGIM India Ultra Short Term Fund - Direct Plan - Growth,nan,18.23980,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138359, PGIM India Ultra Short Term Fund - Direct Plan - Monthly Dividend,nan,10.94190,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138360, PGIM India Ultra Short Term Fund - Direct Plan - Annual Dividend,nan,13.10210,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138361, PGIM India Ultra Short Term Fund - Direct Plan - Daily Dividend,nan,10.01850,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138362, PGIM India Ultra Short Term Fund - Direct Plan - Weekly Dividend,nan,10.27860,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138363, PGIM India Ultra Short Term Fund - Direct Plan - Bonus,nan,13.66890,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138364, PGIM India Ultra Short Term Fund - Direct Plan - Quarterly Dividend,nan,10.89360,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138365, PGIM India Ultra Short Term Fund - Monthly Bonus,nan,11.11100,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138366, PGIM India Ultra Short Term Fund - Direct Plan - Monthly Bonus,nan,10.86330,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138367, PGIM India Ultra Short Term Fund - Direct Plan - Annual Bonus,nan,12.12970,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138368, PGIM India Ultra Short Term Fund - Annual Bonus,nan,18.12410,Debt Scheme - Ultra Short Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138369, PGIM India Equity Savings Fund - Monthly Dividend option,nan,11.49470,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138370, PGIM India Equity Savings Fund - Quarterly  Dividend,nan,11.36950,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138371, PGIM India Equity Savings Fund - Annual Dividend option,nan,13.45380,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138372, PGIM India Equity Savings Fund - Growth Option,nan,25.21280,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138375, PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,nan,14.79750,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138376, PGIM India Equity Savings Fund - Direct Plan - Growth,nan,26.05240,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138377, PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,nan,11.68000,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138378, PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,nan,11.69400,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
138381, PGIM India Hybrid Equity Fund - Dividend Option,nan,13.43000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,PGIM India Mutual Fund
138382, PGIM India Hybrid Equity Fund - Growth Option,nan,52.04000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,PGIM India Mutual Fund
138383, PGIM India Hybrid Equity Fund Wealth Plan- Growth Option,nan,23.53000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138384, PGIM India Hybrid Equity Fund Wealth Plan- Dividend Option,nan,18.02000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138385, PGIM India Hybrid Equity Fund - BONUS OPTION,nan,14.92000,Direct,,119326;INF955L01948;-;BARODA PIONEER HYBRID EQUITY FUND - Plan B,DHFL Pramerica Mutual Fund
138386, PGIM India Hybrid Equity Fund - Direct Plan - Growth,nan,53.80000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,PGIM India Mutual Fund
138387, PGIM India Hybrid Equity Fund - Direct Plan - Dividend,nan,20.63000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,PGIM India Mutual Fund
138423, PGIM India Low Duration Fund - GR,nan,20.27000,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138424, PGIM India Low Duration Fund- MONTHLY DIV,nan,10.99510,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138425, PGIM India Low Duration Fund- WEEKLY DIV,nan,10.11460,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138426, PGIM India Low Duration Fund - FORTNIGHTLY DIV,nan,10.17310,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138427, PGIM India Low Duration Fund INSTITUTIONAL -GR,nan,18.98720,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138429, PGIM India Low Duration Fund INSTITUTIONAL - MONTHLY DIV,nan,10.99320,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138430, PGIM India Low Duration Fund - DAILY DIV,nan,10.02710,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138431, PGIM India Low Duration Fund INSTITUTIONAL -Weekly,nan,10.08640,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138432, PGIM India Low Duration Fund INSTITUTIONAL-Daily,nan,10.04430,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138435, PGIM India Low Duration Fund- Bonus Option,nan,15.68350,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138436, PGIM India Low Duration Fund - QUARTERLY DIV,nan,10.32540,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138437, PGIM India Low Duration Fund - ANNUAL DIV,nan,11.17480,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138438, PGIM India Low Duration Fund DIV OPTION,nan,10.03910,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138439, PGIM India Low Duration Fund - Direct Plan - Monthly Dividend,nan,11.03060,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138441, PGIM India Low Duration Fund - Direct Plan - Daily Dividend,nan,10.02710,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138442, PGIM India Low Duration Fund - Direct Plan - Fortnightly Dividend,nan,10.17520,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138443, PGIM India Low Duration Fund - Direct Plan - Growth,nan,20.61890,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138444, PGIM India Low Duration Fund - Direct Plan - Annual Dividend,nan,11.17590,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138445, PGIM India Low Duration Fund - Direct Plan - Quarterly Dividend,nan,10.30260,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138446, PGIM India Low Duration Fund - Direct Plan - Weekly Dividend,nan,10.22940,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138447, PGIM India Low Duration Fund - Direct Plan - Monthly Bonus,nan,11.23260,Compulsory Reinvestment,,113483;-;INF251K01DM8;BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Dividend Option,DHFL Pramerica Mutual Fund
138448, PGIM India Low Duration Fund - Monthly Bonus Option,nan,11.19300,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138449, PGIM India Low Duration Fund - Direct Plan -  Annual  Bonus,nan,12.19080,Compulsory Reinvestment,,113483;-;INF251K01DM8;BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Dividend Option,DHFL Pramerica Mutual Fund
138450, PGIM India Low Duration Fund  -  Annual  Bonus,nan,12.04080,Debt Scheme - Low Duration Fund,,Open Ended Schemes,PGIM India Mutual Fund
138452, PGIM India Low Duration Fund - Direct Dividend,nan,10.04010,Debt Scheme - Low Duration Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138453, PGIM India Emerging Markets Equity Fund - Growth,nan,11.53000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138454, PGIM India Emerging Markets Equity Fund - Dividend,nan,10.58000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138456, PGIM India Emerging Markets Equity Fund - Direct Plan - Growth,nan,11.82000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138457, PGIM India Emerging Markets Equity Fund - Direct Plan - Dividend,nan,9.14000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138467, PGIM India Gilt Fund - Quarterly Dividend,nan,13.15820,Debt Scheme - Gilt Fund,,Open Ended Schemes,PGIM India Mutual Fund
138470, PGIM India Gilt Fund - Growth,nan,16.09650,Debt Scheme - Gilt Fund,,Open Ended Schemes,PGIM India Mutual Fund
138471, PGIM India Gilt Fund - Bonus,nan,12.93660,Direct,,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,DHFL Pramerica Mutual Fund
138472, PGIM India Gilt Fund - Direct Plan - Growth,nan,16.21830,Debt Scheme - Gilt Fund,,Open Ended Schemes,PGIM India Mutual Fund
138474, PGIM India Gilt Fund - Direct Plan - Quarterly Dividend,nan,13.21880,Debt Scheme - Gilt Fund,,Open Ended Schemes,PGIM India Mutual Fund
138475, PGIM India Gilt Fund - Half Yearly Bonus,nan,10.75210,Direct,,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,DHFL Pramerica Mutual Fund
138476, PGIM India Gilt Fund - Direct Plan - Half Yearly Bonus,nan,10.84150,Direct,,119341;INF955L01AD7;-;BARODA PIONEER GILT FUND - Plan B,DHFL Pramerica Mutual Fund
138523, PGIM India Global Equity Opportunities Fund - Growth,nan,13.50000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138524, PGIM India Global Equity Opportunities Fund - Dividend,nan,12.66000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138525, PGIM India Global Equity Opportunities Fund - Bonus,nan,11.28000,Other Scheme - FoF Overseas,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138527, PGIM India Global Equity Opportunities Fund - Direct Plan - Dividend,nan,13.82000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138528, PGIM India Global Equity Opportunities Fund - Direct Plan - Growth,nan,13.83000,Other Scheme - FoF Overseas,,Open Ended Schemes,PGIM India Mutual Fund
138563, PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend,Low to Moderate,10.37510,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138564, PGIM India Banking and PSU Debt fund- Direct Plan-Growth,Low to Moderate,13.06650,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138565, PGIM India Banking and PSU Debt fund - Monthly Dividend,Low to Moderate,10.24620,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138566, PGIM India Banking and PSU Debt fund -Growth,Low to Moderate,12.88780,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138567, PGIM India Banking and PSU Debt fund- Direct Plan- Quarterly Dividend,Low to Moderate,10.70620,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138568, PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend,Low to Moderate,11.00920,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138569, PGIM India Banking and PSU Debt fund- Direct Plan- Weekly Dividend,Low to Moderate,10.31060,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138570, PGIM India Banking and PSU Debt fund - Weekly Dividend,Low to Moderate,10.30070,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138571, PGIM India Banking and PSU Debt fund - Quarterly Dividend,Low to Moderate,10.43200,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138573, PGIM India Banking and PSU Debt fund - Bonus,Low to Moderate,12.78740,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138574, PGIM India Banking and PSU Debt fund- Direct Plan-  Regular Bonus,Low to Moderate,12.94450,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138575, PGIM India Banking and PSU Debt fund- Direct Plan-  Quarterly Bonus,Low to Moderate,12.97520,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138576, PGIM India Banking and PSU Debt fund - Quarterly Bonus,Low to Moderate,11.09250,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
138579, PGIM India Banking and PSU Debt Fund - Regular Dividend,Low to Moderate,10.02480,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138580, PGIM India Banking and PSU Debt Fund - Direct Plan - Regular Dividend,Low to Moderate,10.01160,Debt Scheme - Banking and PSU Fund,,Open Ended Schemes,PGIM India Mutual Fund
138875, PGIM India Arbitrage Fund - Direct Plan - Growth,nan,11.32650,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138876, PGIM India Arbitrage Fund - Regular Plan - Growth,nan,11.23580,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138877, PGIM India Arbitrage Fund - Direct Plan - Regular Dividend,nan,11.08060,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138878, PGIM India Arbitrage Fund - Direct Plan - Monthly Dividend,nan,10.56080,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138879, PGIM India Arbitrage Fund - Direct Plan - Quarterly Dividend,nan,10.69320,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138880, PGIM India Arbitrage Fund - Direct Plan - Annual Dividend,nan,11.32650,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138883, PGIM India Arbitrage Fund - Regular Plan - Monthly Dividend,nan,10.45330,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138884, PGIM India Arbitrage Fund - Regular Plan - Quarterly Dividend,nan,10.55020,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138885, PGIM India Arbitrage Fund - Regular Plan - Annual Dividend,nan,11.23880,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138887, PGIM India Arbitrage Fund - Regular Plan - Regular Dividend,nan,10.86260,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,PGIM India Mutual Fund
138897, PGIM India Credit Risk Fund - Direct Plan - Annual Dividend,nan,11.64540,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138898, PGIM India Credit Risk Fund - Direct Plan - Growth,nan,11.78290,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138899, PGIM India Credit Risk Fund - Direct Plan - Monthly Dividend,nan,10.52580,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138900, PGIM India Credit Risk Fund - Direct Plan - Quarterly Dividend,nan,10.89140,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138902, PGIM India Credit Risk Fund - Direct Plan - Dividend,nan,11.39770,Direct,,133524;INF955L01GA0;-;Baroda Pioneer Credit Risk Fund -Plan B-,DHFL Pramerica Mutual Fund
138903, PGIM India Credit Risk Fund - Regular Plan - Quarterly Dividend,nan,10.66030,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138905, PGIM India Credit Risk Fund - Regular Plan - Growth,nan,11.62470,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138906, PGIM India Credit Risk Fund - Regular Plan - Monthly Dividend,nan,10.43590,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138907, PGIM India Credit Risk Fund - Regular Plan - Annual Dividend,nan,11.62530,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,PGIM India Mutual Fund
138908, PGIM India Credit Risk Fund - Regular Plan - Dividend,nan,11.39610,Debt Scheme - Credit Risk Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
139078, Kotak FMP Series 191 - Direct - Growth,nan,10.01760,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139079, Kotak FMP Series 191 - Regular - Dividend Payout,nan,10.01690,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139080, Kotak FMP Series 191 - Regular - Growth,nan,10.01690,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139081, Kotak FMP Series 192 - Regular - Dividend Payout,nan,10.04360,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139083, Kotak FMP Series 192 - Direct - Growth,nan,10.04410,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139084, Kotak FMP Series 192 - Regular - Growth,nan,10.04360,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
139085, HDFC FMP 1140D March 2016 (1) - Direct Option - Dividend Option,nan,10.00700,Income,,Close Ended Schemes,HDFC Mutual Fund
139086, HDFC FMP 1140D March 2016 (1) - Direct Option - Growth Option,nan,10.00700,Income,,Close Ended Schemes,HDFC Mutual Fund
139087, HDFC FMP 1140D March 2016 (1) - Direct Option -  Quarterly Dividend Option,nan,10.00700,Income,,Close Ended Schemes,HDFC Mutual Fund
139088, HDFC FMP 1140D March 2016 (1) - Regular Option- Dividend Option,nan,10.00660,Income,,Close Ended Schemes,HDFC Mutual Fund
139089, HDFC FMP 1140D March 2016 (1) - Regular Option - Growth Option,nan,10.00660,Income,,Close Ended Schemes,HDFC Mutual Fund
139090, HDFC FMP 1140D March 2016 (1) - Regular Option - Quarterly Dividend Option,nan,10.00660,Income,,Close Ended Schemes,HDFC Mutual Fund
139091, HSBC Fixed Term Series 125 - Direct Plan Growth Option,nan,10.02670,Income,,Close Ended Schemes,HSBC Mutual Fund
139092, HSBC Fixed Term Series 125 - Dividend Option,nan,10.02630,Income,,Close Ended Schemes,HSBC Mutual Fund
139093, HSBC Fixed Term Series 125 - Growth Option,nan,10.02630,Income,,Close Ended Schemes,HSBC Mutual Fund
139099, ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Direct Plan Cumulative Option,nan,11.86430,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139101, ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Cumulative Option,nan,11.80820,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139102, ICICI Prudential Fixed Maturity Plan - Series 78 - 1156 Days Plan U Dividend Option,nan,11.80820,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139103, ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Cumulative Option,nan,11.87250,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139104, ICICI Prudential Fixed Maturity Plan - Series 78 - 1135 Days Plan W Direct Plan Cumulative Option,nan,11.92640,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139107, ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Cumulative Option,nan,11.91940,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139109, ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Cumulative Option,nan,11.94090,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139110, ICICI Prudential Fixed Maturity Plan - Series 78 - 1130 Days Plan T Direct Plan Dividend Option,nan,11.94090,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139111, ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Direct Plan Dividend Option,nan,12.20700,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139112, ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Dividend Option,nan,12.15410,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139113, ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Direct Plan Cumulative Option,nan,12.20700,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139114, ICICI Prudential Fixed Maturity Plan - Series 78 - 1281 Days Plan V Cumulative Option,nan,12.15410,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139115, HDFC DAF - II - 1099D March 2016 - Regular Option - Divided Option,nan,10.00820,Income,,Close Ended Schemes,HDFC Mutual Fund
139116, ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Dividend Option,nan,11.81600,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139117, ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Direct Plan Cumulative Option,nan,12.21460,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139119, ICICI Prudential Capital Protection Oriented Fund - Series IX - 1120 Days Plan F Cumulative Option,nan,11.81600,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
139128, HDFC DAF - II - 1099D March 2016 - Direct Option - Dividend Option,nan,10.00870,Income,,Close Ended Schemes,HDFC Mutual Fund
139129, HDFC DAF - II - 1099D March 2016 - Direct Option - Growth Option,nan,10.00870,Income,,Close Ended Schemes,HDFC Mutual Fund
139130, HDFC DAF - II - 1099D March 2016 - Regular Option - Growth Option,nan,10.00820,Income,,Close Ended Schemes,HDFC Mutual Fund
