scheme_code,scheme_name,Risk,nav,scheme_category,nfund_houseav,scheme_type,fund_house
142405, Kotak FMP Series 216-Regular Plan- Payout of Income Distribution cum capital withdrawal Option,nan,10.00320,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
142406, Kotak FMP Series 216-Regular Plan-Growth Option,nan,10.00320,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
142412, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Direct Plan Cumulative Option,nan,10.12630,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142413, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan I - Cumulative Option,nan,10.12020,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142415, Kotak India Growth Fund Series 4-Direct Plan-ayout of Income Distribution cum capital withdrawal option ,nan,10.01270,Growth,,Close Ended Schemes,Kotak Mahindra Mutual Fund
142416, Kotak India Growth Fund Series 4-Regular Plan-ayout of Income Distribution cum capital withdrawal option ,nan,10.01170,Growth,,Close Ended Schemes,Kotak Mahindra Mutual Fund
142417, Kotak India Growth Fund Series 4 - Regular Plan- Growth option,nan,10.01170,Growth,,Close Ended Schemes,Kotak Mahindra Mutual Fund
142418, Kotak India Growth Fund Series 4-Direct Plan - Growth Option,nan,10.01270,Growth,,Close Ended Schemes,Kotak Mahindra Mutual Fund
142421, PGIM India Hybrid Equity Fund - Regular Plan - Annual Dividend Option,nan,9.97000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,PGIM India Mutual Fund
142422, PGIM India Hybrid Equity Fund - Direct Plan - Annual Dividend Option,nan,9.97000,Hybrid Scheme - Aggressive Hybrid Fund,,Open Ended Schemes,PGIM India Mutual Fund
142424, PGIM India Arbitrage Fund - Direct Plan - Half yearly Dividend Option,nan,11.00550,Hybrid Scheme - Arbitrage Fund,,Open Ended Schemes,DHFL Pramerica Mutual Fund
142426, PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,nan,9.99160,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
142427, PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,nan,9.97330,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
142428, PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,nan,10.08240,Hybrid Scheme - Equity Savings,,Open Ended Schemes,PGIM India Mutual Fund
142443, ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Cumulative Option,nan,10.13090,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142445, ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Quarterly IDCW Option,nan,10.13090,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142446, ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Quarterly IDCW Option,nan,10.14630,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142447, ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Half Yearly IDCW Option,nan,10.13090,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142448, ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Half Yearly IDCW Option,nan,10.14640,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142450, ICICI Prudential Fixed Maturity Plan - Series 82 - 1157 Days Plan J - Direct Plan Cumulative Option,nan,10.14640,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142451, Nippon India Fixed Horizon Fund XXXVI- Series 1- Direct Plan-Growth Option,nan,10.00500,Growth,,Close Ended Schemes,Nippon India Mutual Fund
142452, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - DIRECT Plan - IDCW Option,nan,10.00500,Growth,,Close Ended Schemes,Nippon India Mutual Fund
142453, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 1 - IDCW Option,nan,10.00460,Growth,,Close Ended Schemes,Nippon India Mutual Fund
142454, Nippon India Fixed Horizon Fund XXXVI- Series 1- Growth Option,nan,10.00460,Growth,,Close Ended Schemes,Nippon India Mutual Fund
142455, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 2 - DIRECT Plan - IDCW Option,nan,9.99330,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142456, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 2 - IDCW Option,nan,9.99200,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142457, Nippon India Fixed Horizon Fund XXXVI- Series 2- Direct Plan-Growth Option,nan,9.99330,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142458, Nippon India Fixed Horizon Fund XXXVI- Series 2- Growth Option,nan,9.99200,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142459, Nippon India Fixed Horizon Fund XXXVI- Series 3- Growth Option,nan,9.99760,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142460, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 3 - IDCW Option,nan,9.99760,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142461, Nippon India Fixed Horizon Fund XXXVI- Series 3- Direct Plan-Growth Option,nan,9.99850,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142462, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 3 - DIRECT Plan - IDCW Option,nan,9.99850,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142463, ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Cumulative Option,nan,10.12190,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142465, ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Cumulative Option,nan,10.12770,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142467, ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Quarterly IDCW Option,nan,10.12190,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142468, ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Direct Plan Quarterly IDCW Option,nan,10.12770,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142469, ICICI Prudential Fixed Maturity Plan - Series 82 - 1203 Days Plan K - Half Yearly IDCW Option,nan,10.12290,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142477, ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Cumulative Option,nan,10.11500,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142478, ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Cumulative Option,nan,10.12050,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142481, ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Half Yearly IDCW Option,nan,10.11500,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142483, ICICI Prudential Fixed Maturity Plan - Series 82 - 1199 Days Plan L - Direct Plan Half Yearly IDCW Option,nan,10.12050,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142489, Axis Capital Builder Fund - Series 1 (1540 Days) - Regular Plan - Growth option,nan,10.01000,Growth,,Close Ended Schemes,Axis Mutual Fund
142490, Axis Capital Builder Fund - Series 1 (1540 Days) - Direct Plan - Growth option,nan,10.01000,Growth,,Close Ended Schemes,Axis Mutual Fund
142491, Axis Capital Builder Fund Series 1 (1540 Days) - Regular Plan - IDCW,nan,10.01000,Growth,,Close Ended Schemes,Axis Mutual Fund
142492, Axis Capital Builder Fund Series 1 (1540 Days) - Direct Plan - IDCW,nan,10.01000,Growth,,Close Ended Schemes,Axis Mutual Fund
142493, IDFC Equity Opportunity Fund - Series 5 (36 Months) Regular Growth,nan,10.00760,Growth,,Close Ended Schemes,IDFC Mutual Fund
142494, IDFC Equity Opportunity Fund - Series 5 (36 Months) Regular Dividend,nan,10.00760,Growth,,Close Ended Schemes,IDFC Mutual Fund
142495, IDFC Equity Opportunity Fund - Series 5 (36 Months) Direct Growth,nan,10.00970,Growth,,Close Ended Schemes,IDFC Mutual Fund
142496, IDFC Equity Opportunity Fund - Series 5 (36 Months) Direct Dividend,nan,10.00970,Growth,,Close Ended Schemes,IDFC Mutual Fund
142513, Reliance Fixed Horizon Fund XXXVI- Series 4- Growth Option,nan,10.01360,1099 Days,,135488;INF174K01Y15;-;Kotak FMP Series 180,Reliance Mutual Fund
142514, Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Growth Option,nan,10.01400,1099 Days,,135488;INF174K01Y15;-;Kotak FMP Series 180,Reliance Mutual Fund
142515, Reliance Fixed Horizon Fund XXXVI- Series 4- Dividend Payout Option,nan,10.01360,1099 Days,,135488;INF174K01Y15;-;Kotak FMP Series 180,Reliance Mutual Fund
142516, Reliance Fixed Horizon Fund XXXVI- Series 4- Direct Plan-Dividend Payout Option,nan,10.01400,1099 Days,,135488;INF174K01Y15;-;Kotak FMP Series 180,Reliance Mutual Fund
142519, UTI FTIF Series XXVIII-IX (1168 Days) - Regular Plan - Growth Option,nan,10.00840,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142525, UTI FTIF Series XXVIII-IX (1168 Days) - Direct Plan - Growth Option,nan,10.00850,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142526, UTI FTIF SERIES XXVIII - PLAN IX (1168 DAYS) - Regular Plan - Quarterly IDCW,nan,10.00840,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142527, Kotak FMP Series 217-Direct Plan-Payout of Income Distribution cum capital withdrawal Option,nan,10.00490,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
142528, Kotak FMP Series 217-Regular Plan-Payout of Income Distribution cum capital withdrawal Option,nan,10.00450,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
142529, Kotak FMP Series 217-Regular Plan-Growth Option,nan,10.00450,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
142530, Kotak FMP Series 217-Direct Plan-Growth Option,nan,10.00490,IDF,,IL&FS Mutual Fund,Kotak Mahindra Mutual Fund
142531, Sundaram Emerging Small Cap Series I Regular Plan - Growth,nan,9.97590,Growth,,Close Ended Schemes,Sundaram Mutual Fund
142532, Sundaram Emerging Small Cap Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),nan,9.97770,Growth,,Close Ended Schemes,Sundaram Mutual Fund
142533, Sundaram Emerging Small Cap Series I Direct Plan - Growth,nan,9.97770,Growth,,Close Ended Schemes,Sundaram Mutual Fund
142534, Sundaram Emerging Small Cap Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),nan,9.97590,Growth,,Close Ended Schemes,Sundaram Mutual Fund
142535, Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth,nan,10.00000,Income,,Close Ended Schemes,Franklin Templeton Mutual Fund
142536, Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend,nan,10.00000,Income,,Close Ended Schemes,Franklin Templeton Mutual Fund
142537, Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Growth-Direct,nan,10.00000,Income,,Close Ended Schemes,Franklin Templeton Mutual Fund
142538, Franklin India Fixed Maturity Plans - Series 3 - Plan A 1157 days - IDCW ,nan,10.00000,Income,,Close Ended Schemes,Franklin Templeton Mutual Fund
142539, Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Dividend Direct,nan,10.00000,Income,,Close Ended Schemes,Franklin Templeton Mutual Fund
142540, Franklin India Fixed Maturity Plans- Series 3- Plan A(1157 days)- Quarterly Dividend- Direct,nan,10.00000,Income,,Close Ended Schemes,Franklin Templeton Mutual Fund
142541, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Cumulative Option,nan,10.10050,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142542, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Quarterly IDCW Option,nan,10.10220,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142543, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Half Yearly IDCW Option,nan,10.10220,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142544, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Cumulative Option,nan,10.10220,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142548, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Quarterly IDCW Option,nan,10.10050,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142549, Aditya Birla Sun Life Resurgent India Fund - Series 6 -Direct - Payout of IDCW,nan,10.00000,Growth,,Close Ended Schemes,Aditya Birla Sun Life Mutual Fund
142554, Aditya Birla Sun Life Resurgent India Fund - Series 6 - Regular Plan-Growth,nan,10.00000,Growth,,Close Ended Schemes,Aditya Birla Sun Life Mutual Fund
142555, Aditya Birla Sun Life Resurgent India Fund - Series 6 - Direct Plan-Growth,nan,10.00000,Growth,,Close Ended Schemes,Aditya Birla Sun Life Mutual Fund
142556, Aditya Birla Sun Life Resurgent India Fund - Series 6 -Regular - Payout of IDCW,nan,10.00000,Growth,,Close Ended Schemes,Aditya Birla Sun Life Mutual Fund
142563, Nippon India Fixed Horizon Fund XXXVI- Series 5- Growth Option,nan,10.01720,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142564, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 5 - DIRECT Plan - IDCW Option,nan,10.01770,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142565, Nippon India Fixed Horizon Fund XXXVI- Series 5- Direct Plan-Growth Option,nan,10.01760,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142566, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 5 - IDCW Option,nan,10.01720,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142567, Nippon India Fixed Horizon Fund XXXVI- Series 6- Growth Option,nan,10.01580,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142568, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 6 - IDCW Option,nan,10.01580,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142569, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 6 - DIRECT Plan - IDCW Option,nan,10.01640,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142570, Nippon India Fixed Horizon Fund XXXVI- Series 6- Direct Plan-Growth Option,nan,10.01640,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142572, UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Direct Plan - Quarterly IDCW,nan,10.02040,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142573, UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Direct Plan - Maturity IDCW,nan,10.02040,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142574, UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Regular Plan - Maturity IDCW,nan,10.01980,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142576, UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Direct Plan - Flexi IDCW,nan,10.02050,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142577, UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Regular Plan - Quarterly IDCW,nan,10.01980,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142578, UTI FTIF Series XXVIII-X (1153 Days) - Direct Plan - Growth Option,nan,10.02040,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142579, UTI FTIF Series XXVIII-X (1153 Days) - Regular Plan - Growth Option,nan,10.01980,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142580, UTI FTIF SERIES XXVIII - PLAN X (1153 DAYS) - Regular Plan - Annual IDCW,nan,10.01980,IDF,,IL&FS Mutual Fund,UTI Mutual Fund
142581, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Cumulative Option,nan,10.06810,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142582, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Cumulative Option,nan,10.07450,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142585, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Quarterly IDCW Option,nan,10.06810,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142586, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Quarterly IDCW Option,nan,10.07520,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142587, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Half Yearly IDCW Option,nan,10.06810,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142588, ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan N - Direct Plan Half Yearly IDCW Option,nan,10.07450,Income,,Close Ended Schemes,ICICI Prudential Mutual Fund
142589, DSP Liquid ETF - IDCW - Daily Reinvest,nan,1000.00000,Other Scheme - Other  ETFs,,Open Ended Schemes,DSP Mutual Fund
142618, IDFC Fixed Term Plan Series 140 Regular Plan-Halfyerarly-IDCW,nan,10.00380,Income,,Close Ended Schemes,IDFC Mutual Fund
142619, IDFC Fixed Term Plan Series 140 Regular Plan-Periodic-IDCW,nan,10.00380,Income,,Close Ended Schemes,IDFC Mutual Fund
142620, IDFC Fixed Term Plan Series 140 Regular Plan-Quarterly-IDCW,nan,10.00380,Income,,Close Ended Schemes,IDFC Mutual Fund
142621, IDFC Fixed Term Plan Series 140 Regular Plan-Growth,nan,10.00380,Income,,Close Ended Schemes,IDFC Mutual Fund
142625, IDFC Fixed Term Plan Series 140 Direct Plan -Growth,nan,10.00400,Income,,Close Ended Schemes,IDFC Mutual Fund
142626, HDFC FMP 92D February 2018 (1) - Direct Option -  Dividend Option,nan,,,,,
142627, HDFC FMP 92D February 2018 (1) - Direct Option -  Growth Option,nan,,,,,
142628, HDFC FMP 92D February 2018 (1) - Regular Option -  Dividend Option,nan,,,,,
142630, HDFC FMP 92D February 2018 (1) - Regular Option -  Growth Option,nan,,,,,
142634, ICICI Prudential Fixed Maturity Plan - series 82 - 103 Days Plan O - Direct Plan Dividend Option,nan,10.21200,1,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,ICICI Prudential Mutual Fund
142635, ICICI Prudential Fixed Maturity Plan - series 82 - 103 Days Plan O - Dividend Option,nan,10.20620,1,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,ICICI Prudential Mutual Fund
142637, ICICI Prudential Fixed Maturity Plan - Series 82 - 103 Days Plan O - Cumulative Option,nan,10.20620,1,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,ICICI Prudential Mutual Fund
142638, ICICI Prudential Fixed Maturity Plan - Series 82 - 103 Days Plan O - Direct Plan Cumulative Option,nan,10.21200,1,,141923;INF179KB1W87;-;HDFC HOF - I - 1140D November 2017,ICICI Prudential Mutual Fund
142640, Mirae Asset Short Term Fund Direct IDCW,nan,10.02920,Debt Scheme - Short Duration Fund,,Open Ended Schemes,Mirae Asset Mutual Fund
142641, Mirae Asser Short Term Fund -Direct Plan- Growth,nan,10.02920,Debt Scheme - Short Duration Fund,,Open Ended Schemes,Mirae Asset Mutual Fund
142642, Mirae Asset Short Term Fund- Regular Plan -Growth,nan,10.02840,Debt Scheme - Short Duration Fund,,Open Ended Schemes,Mirae Asset Mutual Fund
142643, Mirae Asset Short Term Fund Regular IDCW,nan,10.02840,Debt Scheme - Short Duration Fund,,Open Ended Schemes,Mirae Asset Mutual Fund
142644, Nippon India Fixed Horizon Fund XXXVI- Series 7- Direct Plan-Growth Option,nan,10.02640,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142645, NIPPON INDIA FIXED HORIZON FUND - XXXVI - SERIES 7 - DIRECT Plan - IDCW Option,nan,10.02640,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
142646, Nippon India Fixed Horizon Fund XXXVI- Series 7- Growth Option,nan,10.02620,IDF,,IL&FS Mutual Fund,Nippon India Mutual Fund
